time,accel[0],accel[1],accel[2],global_accel[0],global_accel[1],global_accel[2],global_accel_avg[0],global_accel_avg[1],global_accel_avg[2],global_vel_avg[0],global_vel_avg[1],global_vel_avg[2]
946685063.379058,-0.0048470646142959595,0.2324695885181427,-9.0545368194580078,0.18302510678768158,0.14341343939304352,-9.0545368194580078,0.18302510678768158,0.14341343939304352,-9.0545368194580078,0.42252156138420105,1.7350723743438721,-77.7296142578125
946685063.41802895,-0.34592351317405701,0.28773480653762817,-8.8552684783935547,0.022501071915030479,0.4493863582611084,-8.8552684783935547,0.10276308655738831,0.29639989137649536,-8.9549026489257812,0.42252156138420105,1.7350723743438721,-77.7296142578125
946685063.457183,-0.2354617565870285,0.5813673734664917,-9.2241344451904297,0.32365822792053223,0.53728538751602173,-9.2241344451904297,0.17639480531215668,0.37669506669044495,-9.0446462631225586,0.42252156138420105,1.7350723743438721,-77.7296142578125
946685063.4962455,0.02276911586523056,0.52468371391296387,-8.7835674285888672,0.43332085013389587,0.29672285914421082,-8.7835674285888672,0.24062632024288177,0.35670202970504761,-8.9793767929077148,0.42252156138420105,1.7350723743438721,-77.7296142578125
946685063.53527749,0.01138455793261528,0.57484185695648193,-9.7352838516235352,0.46660506725311279,0.33593523502349854,-9.7352838516235352,0.2858220636844635,0.35254865884780884,-9.1305580139160156,0.42252156138420105,1.7350723743438721,-77.7296142578125
946685063.56783974,0.208692267537117,0.22492092847824097,-9.6176414489746094,0.30516153573989868,-0.031911168247461319,-9.6176414489746094,0.2890453040599823,0.28847202658653259,-9.2117385864257812,0.42252156138420105,1.7350723743438721,-77.7296142578125
946685063.613433,-0.051653869450092316,0.065960466861724854,-9.7463207244873047,0.021752167493104935,0.080905802547931671,-9.7463207244873047,0.25086057186126709,0.25881969928741455,-9.2881078720092773,0.42252156138420105,1.7350723743438721,-77.7296142578125
946685063.6368705,0.19267307221889496,0.048480235040187836,-9.7321605682373047,0.15442493557929993,-0.12500473856925964,-9.7321605682373047,0.2388061136007309,0.21084164083003998,-9.3436145782470703,0.42252156138420105,1.7350723743438721,-77.7296142578125
946685063.67596352,-0.52866345643997192,0.36774009466171265,-10.459580421447754,-0.023195991292595863,0.64356797933578491,-10.459580421447754,0.20969477295875549,0.25892233848571777,-9.4676103591918945,0.42252156138420105,1.7350723743438721,-77.7296142578125
946685063.71508706,-0.045831725001335144,0.37137004733085632,-10.13578987121582,0.26952037215232849,0.25956699252128601,-10.13578987121582,0.21567733585834503,0.25898680090904236,-9.534428596496582,0.49499541521072388,1.8220994472503662,-80.933456420898438
946685063.75402749,0.32058411836624146,0.2946850061416626,-10.676895141601562,0.42812198400497437,-0.079529903829097748,-10.676895141601562,0.42812198400497437,-0.079529903829097748,-10.676895141601562,0.49499541521072388,1.8220994472503662,-80.933456420898438
946685063.79318154,0.34779205918312073,-0.071157500147819519,-10.447447776794434,0.15184397995471954,-0.32088333368301392,-10.447447776794434,0.28998297452926636,-0.20020662248134613,-10.562171936035156,0.49499541521072388,1.8220994472503662,-80.933456420898438
946685063.83215249,0.048896029591560364,0.32342123985290527,-11.004724502563477,0.28802886605262756,0.15502095222473145,-11.004724502563477,0.28933161497116089,-0.08179742842912674,-10.709689140319824,0.49499541521072388,1.8220994472503662,-80.933456420898438
946685063.8712455,-0.038051985204219818,0.021210625767707825,-10.564862251281738,-0.005875434260815382,0.043166231364011765,-10.564862251281738,0.21552985906600952,-0.050556514412164688,-10.673482894897461,0.49499541521072388,1.8220994472503662,-80.933456420898438
946685063.91033852,-0.09702599048614502,0.32310530543327332,-11.047931671142578,0.20018848776817322,0.27154308557510376,-11.047931671142578,0.21246159076690674,0.013863405212759972,-10.748373031616211,0.49499541521072388,1.8220994472503662,-80.933456420898438
946685063.94949257,-0.29851299524307251,0.53655266761779785,-11.648965835571289,0.24996878206729889,0.56081581115722656,-11.648965835571289,0.21871279180049896,0.10502213984727859,-10.898471832275391,0.49499541521072388,1.8220994472503662,-80.933456420898438
946685063.98071206,-0.35225647687911987,0.17477633059024811,-11.558483123779297,-0.071646973490715027,0.38664984703063965,-11.558483123779297,0.17723283171653748,0.14525467157363892,-10.992758750915527,0.49499541521072388,1.8220994472503662,-80.933456420898438
946685064.019683,-0.082628235220909119,0.071888163685798645,-10.68524169921875,0.0079013416543602943,0.10923782736063004,-10.68524169921875,0.1560664027929306,0.14075256884098053,-10.954319000244141,0.49499541521072388,1.8220994472503662,-80.933456420898438
946685064.05096352,0.005185883492231369,-0.2450559139251709,-10.217620849609375,-0.19288855791091919,-0.15123920142650604,-10.217620849609375,0.11729362607002258,0.10830903798341751,-10.872463226318359,0.49499541521072388,1.8220994472503662,-80.933456420898438
946685064.09002602,0.018092941492795944,-0.12252795696258545,-10.733810424804688,-0.08714061975479126,-0.08801686018705368,-10.733810424804688,0.096850201487541199,0.088676445186138153,-10.858597755432129,0.52753692865371704,1.8518946170806885,-84.581932067871094
946685064.12130654,0.49304646253585815,-0.17026397585868835,-10.210405349731445,0.15976329147815704,-0.49654841423034668,-10.210405349731445,0.15976329147815704,-0.49654841423034668,-10.210405349731445,0.52753692865371704,1.8518946170806885,-84.581932067871094
946685064.16818154,0.91802322864532471,-0.038631986826658249,-10.183202743530273,0.52013200521469116,-0.75744426250457764,-10.183202743530273,0.33994764089584351,-0.62699633836746216,-10.196804046630859,0.52753692865371704,1.8518946170806885,-84.581932067871094
