time,accel[0],accel[1],accel[2],global_accel[0],global_accel[1],global_accel[2]
946685054.6450187,-0.078000001609325409,0.0625,-4.9530000686645508,0.92703574895858765,0.0625,-4.8660969734191895
946685054.6837455,-0.085500001907348633,0.07774999737739563,-7.3980002403259277,-0.085500001907348633,0.07774999737739563,-7.3980002403259277
946685054.7149955,-0.26125001907348633,0.10137499868869781,-8.699000358581543,-0.26125001907348633,0.10137499868869781,-8.699000358581543
946685054.754058,-0.31812500953674316,0.11318749934434891,-9.3649997711181641,-0.31812500953674316,0.11318749934434891,-9.3649997711181641
946685054.785308,-0.26806250214576721,0.13459375500679016,-9.7135000228881836,-0.26806250214576721,0.13459375500679016,-9.7135000228881836
946685054.863433,-0.28551563620567322,0.15039844810962677,-9.8813753128051758,-0.28551563620567322,0.15039844810962677,-9.8813753128051758
946685054.910308,-0.28325781226158142,0.12169922143220901,-9.8466873168945312,-0.28325781226158142,0.12169922143220901,-9.8466873168945312
946685054.94943154,-0.32912889122962952,0.16984960436820984,-9.9233436584472656,-0.32912889122962952,0.16984960436820984,-9.9233436584472656
946685054.9806205,-0.32056444883346558,0.16292481124401093,-9.8831720352172852,-0.32056444883346558,0.16292481124401093,-9.8831720352172852
946685055.0274955,-0.16028222441673279,0.14396239817142487,-9.8320865631103516,-0.16028222441673279,0.14396239817142487,-9.8320865631103516
946685055.05889809,-0.080141112208366394,0.087481200695037842,-9.9160432815551758,-0.080141112208366394,0.087481200695037842,-9.9160432815551758
946685055.09777749,-0.11807055771350861,0.090240605175495148,-9.9580211639404297,-0.11807055771350861,0.090240605175495148,-9.9580211639404297
946685055.1368705,-0.13703528046607971,0.12312030047178268,-9.9320106506347656,-0.13703528046607971,0.12312030047178268,-9.9320106506347656
946685055.17596352,-0.24001763761043549,0.10806015133857727,-9.9500055313110352,-0.24001763761043549,0.10806015133857727,-9.9500055313110352
946685055.20727456,-0.19800882041454315,0.10053008049726486,-9.9125032424926758,-0.19800882041454315,0.10053008049726486,-9.9125032424926758
946685055.2462455,-0.11450441181659698,0.065765038132667542,-9.8467512130737305,-0.11450441181659698,0.065765038132667542,-9.8467512130737305
946685055.28527749,-0.21325220167636871,0.095382519066333771,-9.9073762893676758,-0.21325220167636871,0.095382519066333771,-9.9073762893676758
946685055.32443154,-0.23162610828876495,0.094191260635852814,-9.9221878051757812,-0.23162610828876495,0.094191260635852814,-9.9221878051757812
946685055.363433,-0.1623130589723587,0.14059562981128693,-9.9140939712524414,-0.1623130589723587,0.14059562981128693,-9.9140939712524414
946685055.40252602,-0.12765653431415558,0.10129781812429428,-9.9410476684570312,-0.12765653431415558,0.10129781812429428,-9.9410476684570312
946685055.44149697,-0.204328253865242,0.12864890694618225,-9.9705238342285156,-0.204328253865242,0.12864890694618225,-9.9705238342285156
946685055.4806205,-0.14866413176059723,0.11082445830106735,-9.9067621231079102,-0.14866413176059723,0.11082445830106735,-9.9067621231079102
946685055.51974404,-0.24583205580711365,0.14891223609447479,-9.9533805847167969,-0.24583205580711365,0.14891223609447479,-9.9533805847167969
946685055.55871499,-0.27891603112220764,0.18345610797405243,-10.0076904296875,-0.27891603112220764,0.18345610797405243,-10.0076904296875
946685055.59005654,-0.26445803046226501,0.21672806143760681,-9.9723453521728516,-0.26445803046226501,0.21672806143760681,-9.9723453521728516
946685055.62914956,-0.24122901260852814,0.10836403071880341,-9.9861726760864258,-0.24122901260852814,0.10836403071880341,-9.9861726760864258
946685055.660308,-0.13611450791358948,0.054182015359401703,-9.9460868835449219,-0.13611450791358948,0.054182015359401703,-9.9460868835449219
946685055.69958413,-0.28655725717544556,0.10509100556373596,-10.035543441772461,-0.28655725717544556,0.10509100556373596,-10.035543441772461
946685055.738433,-0.22127862274646759,0.13054551184177399,-9.923771858215332,-0.22127862274646759,0.13054551184177399,-9.923771858215332
946685055.77755654,-0.20413932204246521,0.096272751688957214,-9.8833856582641602,-0.20413932204246521,0.096272751688957214,-9.8833856582641602
946685055.81661904,-0.18006965517997742,0.094636380672454834,-9.8791933059692383,-0.18006965517997742,0.094636380672454834,-9.8791933059692383
946685055.85568154,-0.41803485155105591,-0.1711818128824234,-9.8300962448120117,-0.41803485155105591,-0.1711818128824234,-9.8300962448120117
946685055.894683,-0.42751741409301758,-0.11659090965986252,-9.7275485992431641,-0.42751741409301758,-0.11659090965986252,-9.7275485992431641
946685055.9337455,-1.1197587251663208,-0.18329545855522156,-10.035274505615234,-1.1197587251663208,-0.18329545855522156,-10.035274505615234
946685055.98068154,-0.9348793625831604,0.40835228562355042,-10.361137390136719,-0.9348793625831604,0.40835228562355042,-10.361137390136719
946685056.01190102,-1.8734396696090698,0.29767614603042603,-10.336568832397461,-1.8734396696090698,0.29767614603042603,-10.336568832397461
946685056.04318154,0.32878008484840393,1.2893379926681519,-11.10578441619873,0.32878008484840393,1.2893379926681519,-11.10578441619873
946685056.082183,-2.3666098117828369,1.0196690559387207,-10.583891868591309,-2.3666098117828369,1.0196690559387207,-10.583891868591309
946685056.1993705,-0.65230488777160645,0.43183448910713196,-10.697946548461914,-0.65230488777160645,0.43183448910713196,-10.697946548461914
946685056.3868705,-0.67041581869125366,1.0191198587417603,-10.005029678344727,-0.67041581869125366,1.0191198587417603,-10.005029678344727
946685056.425933,-1.3037079572677612,0.71255993843078613,-10.018014907836914,-1.3037079572677612,0.71255993843078613,-10.018014907836914
946685056.4649955,0.098146036267280579,-0.20622004568576813,-10.134007453918457,0.098146036267280579,-0.20622004568576813,-10.134007453918457
946685056.49636757,0.45507299900054932,-0.18111002445220947,-9.8635034561157227,0.45507299900054932,-0.18111002445220947,-9.8635034561157227
946685056.53527749,-0.22546350955963135,-0.34055501222610474,-9.8532524108886719,-0.22546350955963135,-0.34055501222610474,-9.8532524108886719
946685056.5743705,0.012268247082829475,-0.67027747631072998,-9.8481264114379883,0.012268247082829475,-0.67027747631072998,-9.8481264114379883
946685056.61346352,0.17763411998748779,-1.444138765335083,-9.7520627975463867,0.17763411998748779,-1.444138765335083,-9.7520627975463867
946685056.6524955,0.36981704831123352,-0.081569351255893707,-9.8290319442749023,0.36981704831123352,-0.081569351255893707,-9.8290319442749023
946685056.691558,0.091408520936965942,0.66221535205841064,-9.852015495300293,0.091408520936965942,0.66221535205841064,-9.852015495300293
946685056.7306205,-0.063295736908912659,1.0496076345443726,-9.8010082244873047,-0.063295736908912659,1.0496076345443726,-9.8010082244873047
946685056.769683,-0.25014787912368774,1.1498038768768311,-9.7755041122436523,-0.25014787912368774,1.1498038768768311,-9.7755041122436523
946685056.80981362,-0.62507390975952148,0.76240193843841553,-9.6532516479492188,-0.62507390975952148,0.76240193843841553,-9.6532516479492188
946685056.847808,-0.40603697299957275,-0.50929903984069824,-9.7951259613037109,-0.40603697299957275,-0.50929903984069824,-9.7951259613037109
946685056.88674843,0.35948151350021362,0.13585048913955688,-9.7100629806518555,0.35948151350021362,0.13585048913955688,-9.7100629806518555
946685056.91821206,-0.19525924324989319,0.67692524194717407,-9.9330320358276367,-0.19525924324989319,0.67692524194717407,-9.9330320358276367
946685056.957183,0.10537037253379822,0.43196263909339905,-9.8415155410766602,0.10537037253379822,0.43196263909339905,-9.8415155410766602
946685056.988433,-0.54081481695175171,-0.28401869535446167,-9.5142583847045898,-0.54081481695175171,-0.28401869535446167,-9.5142583847045898
946685057.02755654,-0.58290743827819824,-0.59500932693481445,-9.6946287155151367,-0.58290743827819824,-0.59500932693481445,-9.6946287155151367
946685057.06658852,0.1300462931394577,-0.2510046660900116,-9.6753149032592773,0.1300462931394577,-0.2510046660900116,-9.6753149032592773
946685057.1056205,0.42402315139770508,-0.032002333551645279,-9.7906570434570312,0.42402315139770508,-0.032002333551645279,-9.7906570434570312
946685057.144683,-0.55348843336105347,0.26499882340431213,-9.8013286590576172,-0.55348843336105347,0.26499882340431213,-9.8013286590576172
946685057.1837455,-0.96424424648284912,0.21049940586090088,-9.8066644668579102,-0.96424424648284912,0.21049940586090088,-9.8066644668579102
946685057.2306205,-0.40412211418151855,1.1052497625350952,-9.7938327789306641,-0.40412211418151855,1.1052497625350952,-9.7938327789306641
946685057.26971352,0.016438949853181839,0.59912484884262085,-9.7874164581298828,0.016438949853181839,0.59912484884262085,-9.7874164581298828
946685057.30099404,-0.14778052270412445,-0.87193751335144043,-9.8312082290649414,-0.14778052270412445,-0.87193751335144043,-9.8312082290649414
946685057.33987343,-0.40189027786254883,-1.201468825340271,-9.9621038436889648,-0.40189027786254883,-1.201468825340271,-9.9621038436889648
946685057.37902749,-0.029445139691233635,0.21176561713218689,-9.8715524673461914,-0.029445139691233635,0.21176561713218689,-9.8715524673461914
946685057.41036904,0.31327745318412781,0.98088282346725464,-9.9357757568359375,0.31327745318412781,0.98088282346725464,-9.9357757568359375
946685057.4493705,-0.077361278235912323,0.69344139099121094,-10.076888084411621,-0.077361278235912323,0.69344139099121094,-10.076888084411621
946685057.4806205,-0.63218063116073608,0.30022069811820984,-10.25694465637207,-0.63218063116073608,0.30022069811820984,-10.25694465637207
946685057.52743447,-0.81609034538269043,-0.61538964509963989,-10.128472328186035,-0.81609034538269043,-0.61538964509963989,-10.128472328186035
